sender,message
lilach, לאאא
lilach, התשובה זה
lilach, -i
lilach, אבל אני לא יודעת למהה
lilach, אבל למה
lilach, אני אמורה לזכור את זה כאילו?
lilach, הבנתי
lilach, כן זה מטומטמם
lilach, אתה יוצא היום
lilach, אה וואלה
lilach, 👍
lilach, אני בעבודההה
lilach, בוא לקחת אותי
lilach, יואו איתך
lilach, תמיד שאומרים לך לבוא יש לך תירוציםםםםם
lilach, חחחחח עכשיו אני אומרת
lilach, גולף
lilach, <‎image omitted>
lilach, גבעתיים
lilach, כמוני
lilach, לאיזה בר אתם הולכים
lilach, סימתיייייי
lilach, בגללך אני הולכת לבד
lilach, חחחח חצוף
lilach, לילההה טובבב
lilach, אל תתגעגע יותר מדי
lilach, מה איתך?
lilach, מצויןן ❤️
lilach, <‎image omitted>
lilach, חחחחחח המחנך שלי
lilach, חחחחחחחח חמוד
lilach, חחח למה מתעלמת?? אמרתי שלום
lilach, לא למה התביישתי
lilach, איפה אתה
lilach, זריז
lilach, <‎image omitted>
lilach, חחחח כן אפילו שתיים
lilach, מי שמדבר
lilach, חחחחחחח
lilach, כן
lilach, אתה מתחמק מלהביא לי את האמ אנד אמ שלי
lilach, חחחחח אוקיי
lilach, ריקבון
lilach, אף פעם לא שכחתייי
lilach, אולייי
lilach, זה בא משני הצדדים
lilach, אז עכשיו אני עונהה
lilach, הכל טוב
lilach, לא טעות פשוט ניראה לי שזה לא היה כזה רציני בשבילךךך
lilach, אז גם בשבילי זה היה רציני
lilach, 100 אחוז
lilach, 👌
lilach, 👍👍
lilach, נאורר
lilach, תודהה שהחזרת אותי אתמולל
lilach, שומע
lilach, זאת יולי ..
lilach, אתה עוד פה ?
lilach, לא מקנה
lilach, כלום  כלום אני אדהרנאיתך שאני יגיע
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, לא יודעות
lilach, ריססו לאלירן גז מדמיע
lilach, ניראה לי השומרים
lilach, היי מצויןן
lilach, מה איתך
lilach, לילה טוב יפה שלי 💗
lilach, בוקר טוב יפיוףף
lilach, איך ישנת
lilach, חחחחח וואי על הפנים
lilach, שחף ועדי ישנו פה
lilach, חחחחח נו בטח
lilach, חחחח לא קמנו ב9
lilach, צחקנו קצת על אתמול
lilach, אכלנו והם הלכו
lilach, ואז סתם ישנתי שעתיים
lilach, חח כן מוגזםםםם
lilach, מתי קמת
lilach, חחחחח אה אז הבוקר טוב ב2 בצהריים זה סתם כדי לצאת מגניב
lilach, חח אה אוקיי אוקיי
lilach, חחחחח
lilach, מה עם שחר
lilach, <‎image omitted>
lilach, ומיי ישמור עליי??
lilach, חחחחחחח גרוע
lilach, בוא לריצה
lilach, חחחח מוגזם
lilach, חחח זה גם מתחרז אז זה בכלל מגניב
lilach, <‎image omitted>
lilach, בוקר אור 💗💗
lilach, אני גמורה ויש לי היום 2 אימונים
lilach, 7!
lilach, לאא
lilach, ראיתי הישרדות 😮
lilach, למה כזה מאוחר
lilach, חחחח
lilach, איש חשוב
lilach, סתם חשוב
lilach, מה איתךךך
lilach, וואי איזה יום רע היה לי
lilach, המפקדת שלי איבדה את החוגר שלה
lilach, שלחה אותי למסע בכל הבסיסים בארץ
lilach, לא זה פשוט קרה באשמתי.....
lilach, חחחחח יום רע
lilach, כי היא השאירה לי אותו כי הייתי צריכה להדפיס משהו
lilach, וצריך חוגר למחשב
lilach, ואז כאילו לקחתי אותו איתי ולא זכרתי איפה שמתי
lilach, חחחחחח איזה בושות באמת
lilach, רציתי למות
lilach, לא הוצאתי לה חדש חחח
lilach, חחח נורא נורא
lilach, איך עבר לך
lilach, אהה בהצלחוששש
lilach, חצי שעה
lilach, אצל חן
lilach, לאא
lilach, ישנה בבסיס פעמיים בשבוע רק
lilach, חחח בסדר לא להרבה זמן
lilach, אני עוברת בסיס וזה יהיה חמשושים
lilach, חחחח כן זהו
lilach, כאילו ביקשתי לעבור
lilach, <‎image omitted>
lilach, כן האמת ששווה
lilach, אכין לך בהזדמנות
lilach, טובוש מה איתך
lilach, סתם ישנתי בבסיס היה לנו מלא דברים
lilach, איך היו הראיונות
lilach, לא חשבתי אחרת
lilach, ❤❤
lilach, הקלרה שלך לא משהו
lilach, חחחחח ילדים קטנים
lilach, סתם הפסדת קצת
lilach, בעיקר אותי
lilach, ואת נוי
lilach, אני לא מבטיחה
lilach, בגדול אני בן אדם עסוק
lilach, חחחחחחחחחח
lilach, איפה אתה
lilach, מי אתה מכבי תא או בני יהודה
lilach, חחחחחחחח אז הפסדת
lilach, באסה לך
lilach, בכיף מה
lilach, <‎image omitted>
lilach, חחחח לא לא הביתה
lilach, נראה
lilach, לילה טוב יפה שלי 💗💗
lilach, היי מצוין
lilach, מה איתך
lilach, וואי אתה לא תאמין
lilach, ב10! נוי העירה אותי לים
lilach, מתי קמת
lilach, חחח מוגזם
lilach, ממש התעייפת
lilach, <‎image omitted>
lilach, בא לי כבר לטעוםםם
lilach, חחחחחח שאנחנו עוד לא בקינוחים
lilach, הייי
lilach, מה איתך ?
lilach, מצויןן
lilach, בסיס ואז יצאתי ב2 אז הלכנו לקניון
lilach, יום קליל
lilach, מה עשית
lilach, איך היית הפעם בריאיון
lilach, כן
lilach, יופי יופי
lilach, וואי מוגזם
lilach, בגלל החג
lilach, שבוע הבא יש לי שבוע כזה
lilach, יש איזה בוחן כשירות אז יש לי 2 לילות בבאח גולני
lilach, ועוד לילה אחד בבסיס שלי למיוני מלשב
lilach, כן
lilach, אממ
lilach, ניראה לי נלך על איזה יום שתהיה בתא
lilach, מצוין חיים שלי מה איתך
lilach, אצל גל
lilach, מה אתם עושים היום
lilach, לא יודעת תכף נראה
lilach, וואי מה זה רק עכשיו ראיתי
lilach, מה קורה חיים שלי
lilach, מצוין
lilach, לאן יצאתם אתמול
lilach, ישבנו עם חבר של טופז וחברים שלו
lilach, ואז יצאנו לאנשהו בראשון
lilach, כן
lilach, הבעיה שלך שאתה נזכר מאוחר מדי
lilach, תמיד שולח הודעות אחרי שאני יוצאת
lilach, גם נכון
lilach, גם אתה יכול לשלוח
lilach, בזמן
lilach, תשתדל יותר
lilach, חחחח
lilach, לרוב
lilach, <‎image omitted>
lilach, אמסוררר
lilach, מה אתה בריתוק הסופש
lilach, כל החברים שלך פה
lilach, וגם אתמול לא יצאת
lilach, סבא
lilach, חחחח היית רוצה
lilach, אפשרי
lilach, להביא גם תה עם נענע? שבכלל תהיה אווירה
lilach, 9 כזה
lilach, כן
lilach, למה
lilach, חחחחח שמישהו כבר יוציא אותך משם
lilach, בוא תיקח אותי קודם
lilach, תשע אפס אפס תצא
lilach, טובוש
lilach, דקה יורדת
lilach, שמחה שנהנת 💗💗
lilach, בוקר אור ❤
lilach, לא הלוואי
lilach, בדרך
lilach, חחחח אמרת לה שלום?
lilach, יואו אני גמורה מעייפות העיניים שלי נעצמות
lilach, אה כן איך לא חשבתי על זה
lilach, יש
lilach, לא כזה קריטי אבל יש חחח
lilach, אני צריכה לכתוב 2 אימונים
lilach, כן
lilach, נו יצאת לבש
lilach, שבוע מהירררר
lilach, איך שהגעתי
lilach, אבל הייתי גמורה גם לא ישנתי אחרי הים
lilach, חחחחחחחחחח כי ישנת כל השישי שבת
lilach, יואו איזה סבא
lilach, בהגזמהההנ
lilach, חחחחחחחחחחח
lilach, היית מת
lilach, אני ככה
lilach, 👎🏿
lilach, איך אתה בכלל מתחרה איתי כאילו
lilach, חחחחחחחחחחח כל כך לא
lilach, מה שיגרום לך להרגיש טוב
lilach, תישןןן
lilach, כן
lilach, מה הבעיה
lilach, תמיד זקנים נרדמים בתחבורה ציבורית
lilach, גם יפנו לך מקום
lilach, עדיין קוראים לך אצלי נאור הרקוב
lilach, חחחח כן מה אתה מתפלא
lilach, לא השתנת
lilach, לא זה השם במה שלך
lilach, חחחחחחחחחחחח יואו ממש לא
lilach, די אתה יודע שאני יותר טובה בהכל
lilach, אתה סתם מנחם את עצמך
lilach, די סבא לא כל היום ישנים
lilach, אנחנו יושבות פה קצת
lilach, תודה רבההה
lilach, <‎image omitted>
lilach, טוב חיים שלי מה איתך
lilach, נירדמתי מוקדם אתמול חח
lilach, יןאו איזה יום ארוךךךךךך
lilach, למה אתה ער רק ב1 ואני מ777777
lilach, מה הולך
lilach, לא רע בכלל
lilach, אני בעבודה עכשיו מחליפה את נוי ומשעמם
lilach, איך היה היום שלךך
lilach, מתרגשתתתת
lilach, בחזרההה
lilach, 12 😴
lilach, במפגש אני בקופה
lilach, כי הבוס שלנו באירוע
lilach, <‎image omitted>
lilach, דקה יוצא במסוק
lilach, לאא
lilach, נו תנחש מה
lilach, טוב אתה גרוע עזוב טל פתולאי
lilach, <‎image omitted>
lilach, חחחחח עאלק אתה יודע
lilach, יפה
lilach, כהרגלי נירדמתי מוקדם
lilach, לא זקנה
lilach, עסוקה
lilach, מצוין מה איתך יפה שלי
lilach, כלום
lilach, הרגו אותי האימונים היום
lilach, לא הצלחתי לזוז מהמיטה
lilach, היכן אתה
lilach, כל הבנות היום בקלרה שלך
lilach, חחחחחח יופי
lilach, לא אני גמורה
lilach, העברתי שני ספינינג אחד אחרי השני
lilach, ממש שרפו לי כבר הרגליים
lilach, אני מרוסקת
lilach, תודה רבה
lilach, איך עבר היום שלך
lilach, אני יודעת מה זה צ'ק פוינט
lilach, מתנשא
lilach, חחח ניראה לי היה לנו סיור שם ביסודי
lilach, מה הולךךך
lilach, מצויןןןן
lilach, התגעגעתי גם
lilach, איך היה הסופש
lilach, אוי
lilach, באסה
lilach, <‎image omitted>
lilach, No
lilach, יש לי מחר אימון להעביר בבוקר
lilach, ב5 בבוקר!
lilach, מה קורה חיים שלי
lilach, מצוין
lilach, מה עשית היום
lilach, בוקר אור 💗
lilach, כרגיל
lilach, מה איתך
lilach, אז תחזור הביתה
lilach, בלאגן
lilach, אז למה אתה חוזר הביתהה
lilach, בהצלחההההההה
lilach, מה קורה חיים שלי
lilach, לא
lilach, סתם יושבים במלביה
lilach, כן נחמד
lilach, בדיוק עכשיו דורכת בבית
lilach, אני אגיד לך מה אני אוהבת
lilach, שאתה נזכר בי רק אחרי 11 בלילה מינימום
lilach, טוב
lilach, טוב
lilach, אני שונאת שמשקריםםםם
lilach, אתההההה
lilach, טוב אתה לא משקר
lilach, מצטערת באמת
lilach, טוב אני אפסיק
lilach, לא אפריע לך
lilach, כלום סתם התעצבנתי
lilach, רואה שאתה מבין לפעמים
lilach, אני שולחת אל תמציא
lilach, טוב אז אחרי 11 זה כבר מאוחר וסתם מעצבן
lilach, כן
lilach, לילה טוב
lilach, שבת שלום 💗
lilach, אנחנו הולכות פעם ראשונה לפורום
lilach, אתם יוצאים?
lilach, תודה ❤
lilach, <‎image omitted>
lilach, ❤❤
lilach, לאן יצאת
lilach, יופי הכי טוב
lilach, מסיבות זה מאוס
lilach, חחחחחחח
lilach, <‎image omitted>
lilach, מאודדדדדדדשד
lilach, עוד הרבה זמן
lilach, ❤❤❤❤❤❤
lilach, המסיבה הכי טובה שהייתי זה
lilach, בה
lilach, תחייצן פה
lilach, <‎audio omitted>
lilach, תשמע דחוף
lilach, די לא משווים
lilach, אוף באסה לחזור
lilach, חחחחחחחחח
lilach, סליחה שאתה גר בבש
lilach, ואני לא
lilach, בהזדמנות
lilach, לא יצאתם?
lilach, ומה עשית עד עכשיו
lilach, מזל שהתקלחתתתתתת
lilach, חחחח גם לך
lilach, אני לא שיכורה בכלל
lilach, לא שתיתי
lilach, מה אני כמוך נהנת רק שאני שותה
lilach, זה היה בציניותתת
lilach, שתיתי אבל קצת
lilach, אתה לא חכם במיוחד אה
lilach, קלטתי אותך כבר
lilach, באהבה רבה
lilach, מתוק אמיתי
lilach, תינוק
lilach, כמוני לעולם לא תהיה
lilach, חחחחחחחחח אני הכי טובה
lilach, אף אחד לא יותר טוב ממני
lilach, אז גם אתה לא
lilach, 💣
lilach, 🤙
lilach, 🌊
lilach, 💩
lilach, 🤓
lilach, חנון
lilach, 🤢
lilach, לא
lilach, בקושי שתיתי
lilach, אהל אתה רואה לפחות עכשיו אני שולחת הודעות
lilach, לפחות אני נזכרת
lilach, 🤥
lilach, 🙅‍♂
lilach, 🌅
lilach, כבר זריחה
lilach, איזה מוקדם
lilach, אני ישנה אצל עדי
lilach, סבאלה
lilach, איזה עייפות
lilach, בוקר אור ❤
lilach, וואי איזה שטויות אני כותבת לך מה זה
lilach, סתם בבית
lilach, חוזר לבש?
lilach, חח אוי בטעות
lilach, באסה לך בקיצור
lilach, <‎image omitted>
lilach, בחזרה
lilach, ולא באשמתי שאתה לא רואה אותי
lilach, תצא יותר הביתה
lilach, חח אז מה היה עד עכשיו סתם נשארת
lilach, טוב הבנתי
lilach, אז נתראה שנה הבאהההה
lilach, בתנאי שלא באים אלייך
lilach, בסדר ב9 יש לנו יום הולדת לחבר
lilach, אל תדאג
lilach, נאכל גלידה
lilach, 👍
lilach, שניה בא
lilach, ה
lilach, שבת שלום יפה שלי 💗
lilach, אהה שבוע טוב
lilach, חח
lilach, יום קשה
lilach, בא לי הביתה
lilach, מה איתך
lilach, סתם מלא משימות שאין לי כוח אליהם
lilach, ועבדתי אתמול אז אני עייפה
lilach, טוב עברה הבאסה
lilach, סגרנו אילת
lilach, הבנותתת
lilach, עוד שלושה שבועות בול
lilach, לא יודעת לא חושבת
lilach, <‎image omitted>
lilach, אצלי יותר שווה
lilach, מה הולללךך
lilach, מצוין 💗
lilach, ראית להיות איתה??
lilach, ווואי
lilach, פרק טוב
lilach, מפתיע
lilach, אסף וונסה מתחתנים
lilach, חחחחחחחחח סתם סתם
lilach, אוף נווו
lilach, חחחחח רציתי לפרוק על הפרק
lilach, לא יצאתי מוקדם היום
lilach, מחר אני בשפיים
lilach, 🌊☺🎊
lilach, כן כבר לא נעים לי
lilach, נו בטח
lilach, <‎image omitted>
lilach, מה קורה חיים שלי
lilach, מצוין
lilach, מה למדת היום
lilach, חחחחח כן וואו
lilach, חולה על מערכות הפעלה
lilach, בבית
lilach, אתה לא מבין איזה קורע היה היום
lilach, העיקר 3 שבועות לא בבית
lilach, חחחח שמע עלינו על אבובים אני והמפקדת שלי וגם רבנו עם איזה ילד קטן בתור
lilach, היה צחוקים
lilach, No
lilach, בוקר טוב 💗
lilach, בהצלחה בריאיון!
lilach, מה קורה חיים שלי
lilach, מצוין
lilach, נשאר בבש?
lilach, כיף לך
lilach, מקנאה
lilach, סתם ערב ביתי
lilach, <‎image omitted>
lilach, <‎audio omitted>
lilach, פורום
lilach, שוב
lilach, חחחחחחחחח
lilach, נו קלרה
lilach, ברור
lilach, שווה עם המערכות הפעלה?
lilach, שום דבר לא שווה כמוני
lilach, יואו איזה כתוב
lilach, עצוב
lilach, יש לך מרקר צהוב שם
lilach, חחחחחחחחחחחח
lilach, חחחחחחחחחחחחחח
lilach, <‎video omitted>
lilach, המרקר נוראי
lilach, שובר כל גבול
lilach, גם אני יפה שלי
lilach, <‎image omitted>
lilach, 💗
lilach, מצוין יפה שלי מה איתך
lilach, כןןן
lilach, עד שלישי
lilach, איך היה סופש
lilach, חחחח גם נחמד
lilach, <‎image omitted>
lilach, תבחר
lilach, קיבלת
lilach, חחחחחחחח
lilach, <‎image omitted>
lilach, מצוין יפה שלי מה איתך
lilach, <‎image omitted>
lilach, בבסיס
lilach, חחח לא לא נורא
lilach, עדיין בבש?
lilach, איפה ריאיון?
lilach, וואי לא הבנתי בכלל מה זה כל הראיונות האלה
lilach, ולאן מחר
lilach, חחחחחחחח יואו נאור הבנתי שריאיון בצבא ומחר בש אבל לאיזה יחידה
lilach, הריאיון
lilach, חחחח אה אוקיי
lilach, שלושה שבועות לא בבית
lilach, מפונק
lilach, עושה יומיות
lilach, והתגעגעתי גם
lilach, חחח יואו
lilach, אני כן
lilach, 💘💗
lilach, <‎image omitted>
lilach, כן אבל זה במקום 6 וחצי
lilach, חחחחח אז הגיע הזמן
lilach, עצלן 👊👊
lilach, חחחח מה
lilach, איך אתה מעז בכלל
lilach, 3 אימונים היה לי היום
lilach, הראשון היה ב5
lilach, סיוט לא כל הכבוד
lilach, מחר ב7
lilach, סוף סוף
lilach, להתקשר אלייך כאילו?
lilach, טוב אז אני אדייק לך שאני קמה ב7
lilach, מאשר?
lilach, מצוין
lilach, לילט 💗
lilach, קמת??
lilach, יופי
lilach, בהצלחה 💗
lilach, בסדר מה קורה חיים שלי
lilach, הולכות לסרט הבנות
lilach, למה הפסקתי
lilach, אממ של זאק אפרון לא זוכרת איך קוראים לסרט
lilach, חחחחח מעריץ מושבע שלו?
lilach, חחח אה אוקיי
lilach, די אתה שוב בבאר שבע?
lilach, טוב הבנים גם ככה באילת
lilach, תיסע לבקר אותם
lilach, שווה את זה אבל
lilach, טוב יפה שלי מה הולך
lilach, ישנתי
lilach, 1 וחצי בצהריים עכשיו
lilach, חחחח אוקיי
lilach, אכן
lilach, בבש?
lilach, חיים קשים
lilach, חחחח לא לא חזרתי הביתה השבוע
lilach, חוזרת היום ואני בכלל עובדת
lilach, 👊👊
lilach, היי היי
lilach, חס וחלילה
lilach, ניראה לי נתקעת בבש
lilach, מבינה
lilach, חחחחחחח אני באמת מתרגשת בשבילך
lilach, אחרי כמה זמן?
lilach, חחחחחחחח אתה לא אמור לסיים כבר שנה או משהו? ולצאת לאיזה חופש
lilach, אני רגועה עכשיו
lilach, התחלת לדאוג?
lilach, כן
lilach, שאני לא שולחת הודעות
lilach, הבנתי..
lilach, צריך להדליק נורה אדומה
lilach, לא אין משהו מיוחד
lilach, שאתה אמור לדעת
lilach, התקלת
lilach, טוב אז בלי לסבן
lilach, לא היה מתאים כל מה שהיה אני לא ילדה כזאת ניבהלתי ולקחתי צעד אחורה
lilach, יש לך מוח תשתמש בו
lilach, זהו בדרך הזאת
lilach, לא זאת
lilach, אסביר לך בהזדמנות
lilach, לא הגזמת
lilach, הכל טוב 💗
lilach, נו זה היה צפוי לא
lilach, <‎video omitted>
lilach, גם לדעתי
lilach, איפה שחר?
lilach, טוב אני אמצא אותו
lilach, <‎image omitted>
lilach, אמסור מאמי
lilach, <‎image omitted>
lilach, בוקר אור 💗
lilach, איך ישנת?
lilach, קמתי ב5
lilach, אני מקווה שאני אשרוד את היום
lilach, חחחחח ממש בטוח
lilach, גם סתם קמתי וראיתי סרטונים מאתמול
lilach, היה מצחיק
lilach, היי מה הולך
lilach, ישנתי מלאא
lilach, איפה אתה
lilach, בביתתת
lilach, חחחח אל תשאל כאילו אמרתי לך שאני בתאילנד
lilach, חחחחחחח כי האמת שקבענו היום לצאת עם המפקדת שלי זאת הסיבה
lilach, שבוע אחרון שלה
lilach, לא יודעת בטח סתם נלך לאכול
lilach, יואו כמה שתינו אתמול כל הבנות
lilach, איך תמיד אתם רואים אותנו במצבים האלה ולא נבהלים
lilach, חחחח מוכנה לשלם כדי שפעם אחת יהיה מצב הפוך
lilach, כמה זמן עכשיו אתה בחופש
lilach, וואי שווה
lilach, אה נכוןן תאילנד איך שכחתי
lilach, חחחחחחחח שנה וחצי
lilach, זה כל כך רחוק
lilach, שאסור לי לחשוב על זה
lilach, חחחחחח תירגע
lilach, וואי אנחנו באמת היינו מביכות אתמול
lilach, טוב אני במיוחד כאילו אני גם זוכרת שנשפך עליי מלא דברים בביביבי
lilach, איך אתה מדבר איתי בכלל
lilach, וואי מאוד
lilach, אני צריכה גמילה לדעתי
lilach, נלך ביחד
lilach, חחחחח
lilach, מה הולך
lilach, כן קלטתי את זה לא חשבתי שאתה מסנן אותי
lilach, חחחחח בוקר טוב 💗💗
lilach, לא
lilach, מתחילה ב10 היום
lilach, השלמתי שעות שינה
lilach, עובד?
lilach, תעשה חייים
lilach, אשתדל 💗
lilach, מה הולך מאמי
lilach, מצויןן
lilach, חזרתי היום ב2
lilach, תשרוד עוד קצתתת
lilach, יואו ישנתי מלא
lilach, חחחחחחח
lilach, כן אולי לא חשבתי על זה
lilach, איפה אתה עובד
lilach, אה טיל
lilach, אז איך קרה ששוב התנשקנו?
lilach, חחח אה כן?
lilach, אני אאמין למה שתגיד כי אני לא כזה זוכרת
lilach, חח נו ואמרתי לך שלום יפה?
lilach, אוי
lilach, איזה דברים
lilach, מה אמרתי?
lilach, חחחחחחחחחחחחח
lilach, גדולה
lilach, וזהו?
lilach, אוי
lilach, נפסיק מה?
lilach, חחח ומה ענית
lilach, חרטטן
lilach, חחחחחח חמודה אני
lilach, חחח ואז פשוט לא התייחסת לדברים שאמרתי לך אה?
lilach, חחחחחחחחח אוקיי את זה אני דווקא זוכרת
lilach, חחחחחח טוב אז התעצבנת?
lilach, או שלא עבד לי
lilach, אה אוקיי
lilach, חחחחחח די להיות רקוב
lilach, כמו ילד בן 16
lilach, חחחחחחחחחחח
lilach, לא עליי אני כבר לא מדברת אין לי זכות באמת
lilach, אני זוכרת ששחר אמר לי משהו עלייך ועניתי לו ואז הוא אמר לי תגידי לו בעצמך ואז הסתובבתי ועמדת שם וזהו
lilach, חחחח אין לי מושג וואי
lilach, בחיים לא קרה שלא זכרתי
lilach, כן מודה
lilach, חחחח לא מה
lilach, תזכיר לי
lilach, אוי ואבוי מה שאלתי?
lilach, אומייגד
lilach, תשבע ששאלתי את זה
lilach, יואו
lilach, וואי בא לי לירות בעצמי כרגע
lilach, חחחחח יואו אלוהים
lilach, זה שובר כל שיא
lilach, וואי בבקשה תעשה טובה ותשכח מזה חחחח
lilach, חחחחחחחח אני אשלם לך כדי שתשכח
lilach, חחחחחחח אני אעמוד בכל מספר שתגיד
lilach, חחחחחח וואי באמת מביך
lilach, חחחחחח פעם הבאה שאתם רואים אותנו שוב ככה
lilach, פשוט תתעלמו מקיומנו
lilach, חחחחחחחח לא זה לא יקרה בטוח
lilach, אנחנו נהיה ככה עוד הרבההה
lilach, לא לומדות
lilach, וואי באמת אני אשקול את זה
lilach, חחחחחח פעם הבאה פשוט תברח שתראה אותי
lilach, 🤔
lilach, אין
lilach, <‎image omitted>
lilach, טוב שלא ענית לי אחרי שבוע ימבוהל
lilach, לא חשוב גאון
lilach, קלרה
lilach, בצחוק
lilach, חחחח
lilach, לא לא עושה כלום
lilach, אני אשלח לך לוז מפורט שלי עם שעות שינה והכל
lilach, חחחחחחחחחח
lilach, לא יודעת מתי אני הולכת לישון לא תיכננתי
lilach, שאלה ממש מוזרה
lilach, אז מה ציפית שאני אענה
lilach, חחחח אתה כזה תינוק
lilach, 👶
lilach, 💗💗
lilach, בוקר טוב 💗💗
lilach, עובד?
lilach, כן
lilach, היי היי
lilach, איך עבר היום
lilach, אני שבוזה
lilach, ובדרך לעבודה
lilach, חחחח די נמאס לי בא לי להשתחרר
lilach, חחחחחחחחח אבל כבר לא בא לי עוד
lilach, אוף
lilach, יצאת כבר הביתה?
lilach, בהצלחהה
lilach, בלצאת הביתה
lilach, אתמול שחר התקשר אליי
lilach, מסכן נוי שיגעה אותי
lilach, אותו
lilach, חחחחח סתם עם החבר החדש שלה ראה שיחות שלהם
lilach, כן
lilach, מה הולך
lilach, עבודה עבודה
lilach, חחחח עם טל וחן
lilach, כן כיף
lilach, מה עושה
lilach, אני כבר בדרך מה זאת אומרת
lilach, <‎image omitted>
lilach, חחחחחחחחחח יופי נאור
lilach, יואו איזה כיף לחזור לא הייתי בבית מהבוקר
lilach, חחחח אתה לא מתבייש
lilach, עבדתי
lilach, ואתה גם נשמע כמו אמא שלי
lilach, לא לא
lilach, אמא
lilach, לילה טוב 💗
lilach, בוקר טוב 💗
lilach, חי?
lilach, בפארק
lilach, עשיתי ריצה
lilach, סבבה
lilach, גם אני אוףףףף
lilach, היייי
lilach, מה הולך
lilach, מצוין 💗
lilach, אם תגיד לי שגם היום לא שתית איתם זה יהיה שבירת שיא
lilach, חחחח די אני כבר על הגבול של להעריץ אותך על זה
lilach, חחח בסדר זהו עבר לי
lilach, בית
lilach, איפה אתה
lilach, חחחחחח יואו אתה כזה תינוק
lilach, ברור איך אפשר שלא
lilach, לפחות לא נוסע לבש
lilach, מה זאת אומרת רק בדרך
lilach, כבר
lilach, תחכה
lilach, חחחחחחח
lilach, ❤❤
lilach, אני עוד אאמין שאתה מתבאס
lilach, התגעגעתי גם 💗
lilach, אולי יושבות בבית קפה נראה
lilach, חבל שאתה עייף
lilach, סתם
lilach, חבל
lilach, אמרתי אולי נראה
lilach, אתה כזה ילד
lilach, אשמתי שאתה ילד
lilach, רוצה זה מילה גדולה
lilach, אני סבבה עם זה שנעשה משהו
lilach, חחחחחחחחחחחחח
lilach, תציע אתה
lilach, חחחח לא קשה פשוט אין לי רעיונות
lilach, אה לא?
lilach, תבדוק סרט יפה
lilach, חחחחחחחחחח ממש מתכונן מראש
lilach, באיזה שעה?
lilach, אבל זה לא ניראה לי סרט יפה
lilach, בא לי את הסרט עם חן אמסלם
lilach, אתה יודע איזה?
lilach, כןןן הוא יפה ראיתי את הטריילר
lilach, חחחחחח אל תתנשא עכשיו
lilach, כן תראה את הטריילר
lilach, נו אהבת?
lilach, לא אם לא אהבת אז לא
lilach, נלך לסרט שלך
lilach, טוב לשלי
lilach, חחחחחחחחחח
lilach, 6 בצד
lilach, באיזה שעה הוא
lilach, סבבה
lilach, 10 יוצאים?
lilach, סגור
lilach, כן אבל אני לא בבית אני אצל טל אז אתה יכול לבוא מתחת לבית שלה?
lilach, במגדלי תל אביב
lilach, תעשה בוויז תוצאת הארץ 9
lilach, סבבה
lilach, יורדת
lilach, לילה טוב יפה שלי ❤❤
lilach, די אל תגיד לי שרק עכשיו קמת
lilach, חצוף
lilach, העיקר התבכיינת אתמול
lilach, חחחח יופי העיקר אני בריאה כמו שור
lilach, <‎image omitted>
lilach, אה תראה מה הבנות כתבו היום
lilach, <‎image omitted>
lilach, חחחח יאללה נהנת מאוד מחן אמסלם
lilach, מה הולך חיים שלי
lilach, טוב
lilach, משעמם לי אני שוב הבייביסיטר
lilach, מה עושה
lilach, <‎image omitted>
lilach, איזה אח
lilach, חחחחחחחחחח
lilach, יואו בצחוק
lilach, לא לא באמת
lilach, לא אני בודדה
lilach, גם זה אלה ששמרתי להם יום חמישי הם בטוחים שאין לי חיים
lilach, חחחחחחחח חסרת חיי חברה
lilach, חחחח וואי ממש
lilach, איך ניצלנו
lilach, יפיוף
lilach, גם לך חיים שלי 💗
lilach, לא נורא תתגעגע טיפה
lilach, וואי איך נירדמתי איזה כיף שהם באו כבר
lilach, כן בדרך לאוטו
lilach, לילה טוב יפה שלי 💗
lilach, טוב חיים שלי מה הולך
lilach, אממ
lilach, אפשרי
lilach, חחחחחח
lilach, תחשוב על משו
lilach, אני אחשוב על האופציה
lilach, כן
lilach, בצחוק יואו
lilach, נעלב ישר
lilach, קיצור נעשה משהו
lilach, אחשוב לגבי לבוא אלייל
lilach, אצל גל
lilach, איפה אתה
lilach, חחחח כבר לבוש?
lilach, יואו אוף אבל אני יודעת למה אתה לא צוחק
lilach, טוב מה אתה אומר ללכת לישון או לעשות משהו עם עצמי
lilach, חחחחחח
lilach, עכשיו?
lilach, כן סבבה
lilach, שאלתי לגבי עכשיו
lilach, לא חשוב אתה לא משהו היום
lilach, מה אתה עושה
lilach, לא כבר עדיף לישון
lilach, חחחחח סבאלה בשביל זה יש שעון מעורר
lilach, ישנה שעה
lilach, חחחחח כן מה
lilach, אני הולכת לישון גם בשביל עשר דקות אם צריך
lilach, טוב אז לילה טוב שיהיה
lilach, שכחת אותי? 😯
lilach, מזל
lilach, נבהלתי
lilach, רוצה
lilach, מאוחר 10
lilach, יש לי בסיס מחר
lilach, עשרים דקות
lilach, 👍
lilach, יוצאת
lilach, כבר נבהלתי שלא שלחת
lilach, לילה טוב חיים שלי 💗
lilach, היי היי
lilach, מה הולך חיים שלי
lilach, וואוו היה מדהים אתה לא מבין בכלל
lilach, חחח סתם היה סבבה האמת היה צחוקים
lilach, איפה אתה
lilach, איך היה
