sender,message
ori, Javascript/c#?
ori, סבבה אז
ori, אז חמישי נפגש
ori, אני אהיה במעבדות מ 11 בערך
ori, כן
ori, כן
ori, 11.5
ori, בערב אני גם יכול להפגש
ori, אם אני אסיים את המעבדה עד אז אפילו יותר טוב
ori, שעה שלי זה 600 שקל
ori, אני אעשה לך הנחת חבר זה 599
ori, סתם. תבוא נשב שעה
ori, יע
ori, אני תקוע פה ב 90 כנראה גם אחרי שתסיים 
ori, 90
ori, שמח שסיימת מוקדם
ori, מחכה רק בשבילך
ori, הרגילה הגדולה ב 90
ori, קומת קרקע
ori, 90. לא 92
ori, סבבה
ori, תדבג גם קליינט וגם סרבר ותראה מי זורק שגיאה
ori, שים try xatch תראה מה קופץ
ori, תפתח את זה
ori, יש שדה שנקרא inner exception
ori, אם זה לא מוצא זה בגלל שיש חסימה של ה firewall או שבאמת משהו לא רץ לך שמה
ori, רוב הסיכויים שסתם לא הרצת משהו טוב
ori, אני מקווה שאת השרת ואת הקליינט הרצת בנפרד
ori, תהנה
ori, גוגל
ori, תיצור פונקציה ריקה ב hub שלא עושה כלום
ori, סתם void
ori, ותנסה לקרוא לה
ori, אה. אוקי
ori, בדוק שהפורט נכון?
ori, אני סתם רשמתי שמה 8080
ori, תראה שזה בדיוק הכתובת
ori, תנסה להוסיף בסוף
ori, /signalr
ori, אחרי הפורט תוסיף סלאש
ori, /
ori, זו כבר התקדמות. 50פ זו שגיאת שרת
ori, 500*. זה אומר שאתה מגיע אליו ומשהו קורה
ori, תמשיך לחפש 
ori, תבדוק לגבי קובץ startup
ori, כנראה שמשהו שמה
ori, צריך להגדיר קובץ שממפה את ה hub משהו
ori, תהנה 
ori, תעשה בילד והכל מסתדר
ori, אה
ori, כן.
ori, זו קצת בעיה חחח
ori, אתה יכול לנסות ליצור חדש
ori, פיסח. לא יודע. תסתכל על ה tutorial שוב
ori, וואלה אולי אתה עד כדי כך תחת
ori, לא יודע למה זה עושה לך בעיות
ori, צודק
ori, הסתדרת בסוף עם כל מה שתכננת?
ori, מדניב. הצלחת לקבל איוונטים כבר וזה?
ori, לא אמור להיות מסובך לפי הארכיטקטורה שלכם
ori, לשלוח להם אותו
ori, לשעתי sql יהיה לכם יותר נוח
ori, מונגו אדיר. אבל חבל לבזבז זמן למידה עליו
ori, לא
ori, הוא רק מחזיר פקודות
ori, צריך לארח מקום שבו אנשים ניגשים לזה
ori, התה פלי...
ori, בתור מה?
ori, כן בכיף
ori, סתם מיליון פרטים משום מקום חחח
ori," אורי רפאל, שחר שם אבא, עזרא שם סבא,  305329062, ישראלי יהודי 28.9.91, ה באייר 45 ראש העין, 0542179217"
ori, עבודה
ori, ויינגייט 76באר שבע
ori, זה כינוח. עדיין לא בתעודת זהות
ori, נאור
ori, צריך ליצור certificate ולהגדיר את זה שמה
ori, תקרא על זה
ori, Iis dev certificate
ori, לא יודע אחי
ori, לא קרה לי
